claim_id,answer_id,task_id,variant,source_span,fact_key,claim_text,cited_evidence_ids,cited_evidence_json,auto_fact_status,auto_citation_status,human_fact_status,human_citation_status,review_notes
Cb2ec7825e0525c83f1938c77,Afe2e2aa17f5be40aeb95,evidence_a_dev_compare_02,evidence_verify,165:304,prose,- P01144 是一款适用于三星 Galaxy Tab 4 7.0（SM-T230/SM-T231）的保护壳，具有防滑、抗冲击功能，材质为高密度硅胶和塑料，重量为 4.8 盎司，包装尺寸为 8 x 5 x 1 英寸，不包含平板电脑 [E14][E15][E16][E18]。,E14|E15|E16|E18,"[{""confidence"":1.0,""evidence_id"":""E14"",""field"":""product.evidence.1"",""kind"":""product_passage"",""source_id"":""product:P01144"",""text"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue：Compatibility: Compatible with Samsung Galaxy Tab 4 7.0 2014 release, allowing full access to touchscreen, camera, buttons, and ports. NOT FIT ANY OTHER Samsung TABLETS. Materials: High grade Silicone + Plastic for shock absorption. Design: Designed with both protection and looks in mind, BENTOBEN Hybrid Case provides shock absorption and scratch prevention while maintaining a sporty profile. - High-impact polycarbonate skeleton Premium grade silicone skin to provide great impact and shock resistance and prevents accidental drop, bump, and shock - Port Cover keeps out debris and dust - Easy access to all features (buttons, camera, speaker, and ports) - Sporty profile and multiple color options Please Note: Accessories ONLY, TAB not included. What's in the package? 1x Samsung Galaxy Tab 4 7.0 Case"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue：Compatibility: Compatible with Samsung Galaxy Tab 4 7.0 2014 release, allowing full access to touchscreen, camera, buttons, and ports. NOT FIT ANY OTHER Samsung TABLETS. Materials: High grade Silicone + Plastic for shock absorption. Design: Designed with both protection and looks in mind, BENTOBEN Hybrid Case provides shock absorption and scratch prevention while maintaining a sporty profile. - High-impact polycarbonate skeleton Premium grade silicone skin to provide great impact and shock resistance and prevents accidental drop, bump, and shock - Port Cover keeps out debris and dust - Easy access to all features (buttons, camera, speaker, and ports) - Sporty profile and multiple color options Please Note: Accessories ONLY, TAB not included. What's in the package? 1x Samsung Galaxy Tab 4 7.0 Case""},{""confidence"":1.0,""evidence_id"":""E15"",""field"":""product.evidence.2"",""kind"":""product_passage"",""source_id"":""product:P01144"",""text"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue specification: Package Dimensions 8 x 5 x 1 inches"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue specification: Package Dimensions 8 x 5 x 1 inches""},{""confidence"":1.0,""evidence_id"":""E16"",""field"":""product.evidence.3"",""kind"":""product_passage"",""source_id"":""product:P01144"",""text"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue specification: Item Weight 4.8 ounces"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue specification: Item Weight 4.8 ounces""},{""confidence"":1.0,""evidence_id"":""E18"",""field"":""product.evidence.5"",""kind"":""product_passage"",""source_id"":""product:P01144"",""text"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue specification: Special features Anti-shock, Anti-slip"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Galaxy Tab 4 Case, Samsung T230 Case, BENTOBEN 3 in 1 Hybrid Anti-Slip Heavy Duty Rugged Bumper Shockproof Protective Case for Samsung Galaxy Tab 4 7.0 SM-T230, SM-T231, SM-T230NU Tablet, Purple&Blue specification: Special features Anti-shock, Anti-slip""}]",unclassified,no_automatic_failure,,,
Cdc9f20b349c7f8cc38220c9c,Afe2e2aa17f5be40aeb95,evidence_a_dev_compare_02,evidence_verify,304:346,product_id,P01143,,[],unclassified,missing_or_not_required,,,
C59c8738a034d4c4787684956,Afe2e2aa17f5be40aeb95,evidence_a_dev_compare_02,evidence_verify,304:346,product_id,P01144,,[],unclassified,missing_or_not_required,,,
C2eceb575fea1c1fd50108cd8,Afe2e2aa17f5be40aeb95,evidence_a_dev_compare_02,evidence_verify,304:346,prose,两者属于不同类别：P01143 属于电脑内部风扇，P01144 属于平板电脑保护壳。,,[],unclassified,missing_or_not_required,,,
Cbc3c3e79c3fedea0fc8f798d,A614d2f9c0c0962dc34a3,evidence_a_dev_compare_02,evidence_verify_repair,0:23,product_id,P01143,,[],unclassified,missing_or_not_required,,,
Cefc99f25272c8c42ae20ea4a,A614d2f9c0c0962dc34a3,evidence_a_dev_compare_02,evidence_verify_repair,0:23,product_id,P01144,,[],unclassified,missing_or_not_required,,,
C84e9f6a2484aa78dd5d941cd,A614d2f9c0c0962dc34a3,evidence_a_dev_compare_02,evidence_verify_repair,0:23,prose,P01143 和 P01144 的区别如下：,,[],unclassified,missing_or_not_required,,,
C2e091c5d21086dd0b71433bc,A614d2f9c0c0962dc34a3,evidence_a_dev_compare_02,evidence_verify_repair,23:165,product_id,P01143,,[],unclassified,missing_or_not_required,,,
Cb55ddcb2c08e8e5ebe31ff08,A614d2f9c0c0962dc34a3,evidence_a_dev_compare_02,evidence_verify_repair,23:165,prose,- P01143 是一款 Gdstime 制造的 7 叶 12V 无刷直流冷却风扇，尺寸为 1.18 x 1.18 x 0.39 英寸，重量为 0.32 盎司，品牌为 GDSTIME，型号为 FBA_GDT3010S12V2P2.0-7F [E5][E6][E7][E8][E9]。,E5|E6|E7|E8|E9,"[{""confidence"":1.0,""evidence_id"":""E5"",""field"":""product.evidence.1"",""kind"":""product_passage"",""source_id"":""product:P01143"",""text"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Brand GDSTIME"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Brand GDSTIME""},{""confidence"":1.0,""evidence_id"":""E6"",""field"":""product.evidence.2"",""kind"":""product_passage"",""source_id"":""product:P01143"",""text"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Series FBA_GDT3010S12V2P2.0-7F"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Series FBA_GDT3010S12V2P2.0-7F""},{""confidence"":1.0,""evidence_id"":""E7"",""field"":""product.evidence.3"",""kind"":""product_passage"",""source_id"":""product:P01143"",""text"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Item model number FBA_GDT3010S12V2P2.0-7F"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Item model number FBA_GDT3010S12V2P2.0-7F""},{""confidence"":1.0,""evidence_id"":""E8"",""field"":""product.evidence.4"",""kind"":""product_passage"",""source_id"":""product:P01143"",""text"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Item Weight 0.32 ounces"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Item Weight 0.32 ounces""},{""confidence"":1.0,""evidence_id"":""E9"",""field"":""product.evidence.5"",""kind"":""product_passage"",""source_id"":""product:P01143"",""text"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Product Dimensions 1.18 x 1.18 x 0.39 inches"",""tool_call_id"":""ebaf0e8a12df"",""tool_name"":""compare_products"",""updated_at"":null,""value"":""Gdstime 7 Blades 30x30x10mm 3cm 30mm Small 12v Brushless Dc Cooling Fan (12V) specification: Product Dimensions 1.18 x 1.18 x 0.39 inches""}]",unclassified,no_automatic_failure,,,
Ca5a3c425c61e5815ede742fb,A614d2f9c0c0962dc34a3,evidence_a_dev_compare_02,evidence_verify_repair,165:304,product_id,P01144,,[],unclassified,missing_or_not_required,,,
